#,공급사,과세/면세,담기,매입가,상품명(기본),상품코드,재입고알림,제조사,카테고리,판매가,품절여부,후기
533,패커스,과세,0,33000,"반찬용기 J-15 2,000개(1BOX)",1580,사용함,,"038 : 한식(분식) 용기
038003 : 한식(분식) 용기 > 떡/반찬용기
026 : NEW
026004 : NEW > 떡/반찬용기
038003002 : 한식(분식) 용기 > 떡/반찬용기 > 반찬용기
039 : 중식 용기
039004 : 중식 용기 > 반찬용기
040 : 일식 용기
040003 : 일식 용기 > 반찬용기
041 : 양식 용기
041003 : 양식 용기 > 반찬용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",49600,정상,0
534,패커스,과세,0,19800,"떡용기 J-8 1,000개(1BOX)",1579,사용함,,"038 : 한식(분식) 용기
038003 : 한식(분식) 용기 > 떡/반찬용기
026 : NEW
026004 : NEW > 떡/반찬용기
038003001 : 한식(분식) 용기 > 떡/반찬용기 > 떡용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",33000,정상,0
535,패커스,과세,1,26400,"떡용기 J-23 1,500개(1BOX)",1578,사용함,,"038 : 한식(분식) 용기
038003 : 한식(분식) 용기 > 떡/반찬용기
026 : NEW
026004 : NEW > 떡/반찬용기
038003001 : 한식(분식) 용기 > 떡/반찬용기 > 떡용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",41500,정상,0
536,패커스,과세,0,22000,"떡용기 J-신3 1,000개(1BOX)",1577,사용함,,"038 : 한식(분식) 용기
038003 : 한식(분식) 용기 > 떡/반찬용기
026 : NEW
026004 : NEW > 떡/반찬용기
038003001 : 한식(분식) 용기 > 떡/반찬용기 > 떡용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",36300,정상,0
537,패커스,과세,3,35200,무지 종이용기 850ml 500개(1BOX),1575,사용함,자체제작,"026 : NEW
026001 : NEW > 무지종이용기
038 : 한식(분식) 용기
038005 : 한식(분식) 용기 > 분식용기
039 : 중식 용기
039003 : 중식 용기 > 소스/국/밥용기
040 : 일식 용기
040002 : 일식 용기 > 소스/국/밥용기
041 : 양식 용기
041002 : 양식 용기 > 소스/국/밥용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",46000,정상,1
538,패커스,과세,1,39600,"무지 종이용기 1,000ml 500개(1BOX)",1574,사용함,자체제작,"026 : NEW
026001 : NEW > 무지종이용기
038 : 한식(분식) 용기
038005 : 한식(분식) 용기 > 분식용기
039 : 중식 용기
039003 : 중식 용기 > 소스/국/밥용기
040 : 일식 용기
040002 : 일식 용기 > 소스/국/밥용기
041 : 양식 용기
041002 : 양식 용기 > 소스/국/밥용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",50000,정상,0
539,패커스,과세,1,41580,"무지 종이용기 1,100ml 450개(1BOX)",1573,사용함,자체제작,"026 : NEW
026001 : NEW > 무지종이용기
038 : 한식(분식) 용기
038005 : 한식(분식) 용기 > 분식용기
039 : 중식 용기
039003 : 중식 용기 > 소스/국/밥용기
040 : 일식 용기
040002 : 일식 용기 > 소스/국/밥용기
041 : 양식 용기
041002 : 양식 용기 > 소스/국/밥용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",54000,정상,0
540,패커스,과세,0,40400,"무지 종이용기 1,350ml 300개(1BOX)",1572,사용함,자체제작,"026 : NEW
026001 : NEW > 무지종이용기
038 : 한식(분식) 용기
038005 : 한식(분식) 용기 > 분식용기
039 : 중식 용기
039003 : 중식 용기 > 소스/국/밥용기
040 : 일식 용기
040002 : 일식 용기 > 소스/국/밥용기
041 : 양식 용기
041002 : 양식 용기 > 소스/국/밥용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",57000,정상,0
541,패커스,과세,0,42380,"무지 종이용기 1,500ml 300개(1BOX)",1571,사용함,자체제작,"026 : NEW
026001 : NEW > 무지종이용기
038 : 한식(분식) 용기
038005 : 한식(분식) 용기 > 분식용기
039 : 중식 용기
039003 : 중식 용기 > 소스/국/밥용기
040 : 일식 용기
040002 : 일식 용기 > 소스/국/밥용기
041 : 양식 용기
041002 : 양식 용기 > 소스/국/밥용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",57000,정상,0
542,패커스,과세,0,104500,"친환경 일체형 펄프용기 B004 1,000개(1BOX)",1570,사용함,자체제작,"026 : NEW
026002 : NEW > 펄프용기
038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",150000,품절,0
543,패커스,과세,1,57200,친환경 일체형 펄프용기 B001 500개(1BOX),1569,사용함,자체제작,"026 : NEW
026002 : NEW > 펄프용기
038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",72000,품절,0
544,패커스,과세,6,85800,친환경 일체형 펄프용기 B030 500개(1BOX),1568,사용함,자체제작,"026 : NEW
026002 : NEW > 펄프용기
038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",107000,품절,1
545,패커스,과세,2,40700,"친환경 펄프접시 P004 1,000개(1BOX)",1567,사용함,자체제작,"026 : NEW
026002 : NEW > 펄프용기
038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",56300,품절,0
546,패커스,과세,0,57750,친환경 펄프접시 P005 500개(1BOX),1566,사용함,자체제작,"026 : NEW
026002 : NEW > 펄프용기
038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",74000,품절,0
547,패커스,과세,1,41800,친환경 펄프접시 P006 500개(1BOX),1565,사용함,자체제작,"026 : NEW
026002 : NEW > 펄프용기
038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",56500,품절,0
548,패커스,과세,1,60500,"친환경 펄프접시 P011 1,000개(1BOX)",1564,사용함,자체제작,"026 : NEW
026002 : NEW > 펄프용기
038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",77000,품절,0
549,패커스,과세,1,51150,친환경 칸나눔 펄프용기 B002 500개(1BOX),1563,사용함,자체제작,"026 : NEW
026002 : NEW > 펄프용기
038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",65800,품절,0
550,패커스,과세,0,51150,친환경 칸나눔 펄프용기 B031 250개(1BOX),1562,사용함,자체제작,"026 : NEW
026002 : NEW > 펄프용기
038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",65800,품절,0
551,패커스,과세,0,63800,친환경 칸나눔 펄프용기 B032 250개(1BOX),1561,사용함,자체제작,"026 : NEW
026002 : NEW > 펄프용기
038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061011 : vol.4 Catalogue > 카달로그_11",80500,품절,0
552,패커스,과세,1,28600,스티로폼 백색 18-1호 400개 1박스,1545,사용함,자체제작,"026 : NEW
026007 : NEW > 분식용기
038 : 한식(분식) 용기
038005 : 한식(분식) 용기 > 분식용기
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기",43000,정상,0
553,패커스,과세,1,19800,스티로폼 왕만두용기 대 600개 1박스,1544,사용함,자체제작,"026 : NEW
026007 : NEW > 분식용기
038 : 한식(분식) 용기
038005 : 한식(분식) 용기 > 분식용기
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기",31000,정상,0
554,패커스,과세,9,17160,스티로폼 왕만두 용기 600개 1박스,1543,사용함,자체제작,"026 : NEW
026007 : NEW > 분식용기
038 : 한식(분식) 용기
038005 : 한식(분식) 용기 > 분식용기
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기",27200,정상,0
555,패커스,과세,2,17160,스티로폼 위생 도시락용기 중 600개 1박스,1542,사용함,자체제작,"026 : NEW
026007 : NEW > 분식용기
038 : 한식(분식) 용기
038005 : 한식(분식) 용기 > 분식용기
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기",27200,정상,0
556,패커스,과세,2,48400,스티로폼 수산물접시 백색 77호 800개 1박스,1541,사용함,자체제작,"044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기",81200,정상,0
557,패커스,과세,11,58300,"105파이 다용도컵 세트 5호 특대 400ml 블랙 PS 1,000개 1set(2박스)",1540,사용함,자체제작,"038 : 한식(분식) 용기
038002 : 한식(분식) 용기 > 소스/국/밥용기
039 : 중식 용기
039003 : 중식 용기 > 소스/국/밥용기
040 : 일식 용기
040002 : 일식 용기 > 소스/국/밥용기
041 : 양식 용기
041002 : 양식 용기 > 소스/국/밥용기
038003 : 한식(분식) 용기 > 떡/반찬용기
038003002 : 한식(분식) 용기 > 떡/반찬용기 > 반찬용기
061 : vol.4 Catalogue
061015 : vol.4 Catalogue > 카달로그_16",78270,정상,3
558,패커스,과세,6,44000,"95파이 다용도컵 세트 4호 소 200ml 블랙 PS 1,000개 1set(2박스)",1539,사용함,자체제작,"038 : 한식(분식) 용기
038002 : 한식(분식) 용기 > 소스/국/밥용기
039 : 중식 용기
039003 : 중식 용기 > 소스/국/밥용기
040 : 일식 용기
040002 : 일식 용기 > 소스/국/밥용기
041 : 양식 용기
041002 : 양식 용기 > 소스/국/밥용기
038003 : 한식(분식) 용기 > 떡/반찬용기
038003002 : 한식(분식) 용기 > 떡/반찬용기 > 반찬용기
061 : vol.4 Catalogue
061014 : vol.4 Catalogue > 카달로그_15",60720,정상,1
559,다이찌롱스토어,과세,0,17820,항아리단지 1호 10개(1BOX),1535,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",21000,정상,0
560,다이찌롱스토어,과세,0,16720,칠기식초간장병 대 10개(1BOX),1534,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",21000,정상,0
561,다이찌롱스토어,과세,0,28160,칠기식초간장병 소 20개(1BOX),1533,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",36000,정상,0
562,다이찌롱스토어,과세,0,28160,칠기미원병 소 20개(1BOX),1532,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",36000,정상,0
563,다이찌롱스토어,과세,0,16500,목향 웰빙양념병 5호 10개(1BOX),1531,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",20300,정상,0
564,다이찌롱스토어,과세,0,15180,목향 웰빙양념병 4호 10개(1BOX),1530,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",18800,정상,0
565,다이찌롱스토어,과세,0,14520,목향 웰빙양념병 3호 10개(1BOX),1529,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",18000,정상,1
566,다이찌롱스토어,과세,0,13860,목향 웰빙양념병 2호 10개(1BOX),1528,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",17300,정상,0
567,다이찌롱스토어,과세,0,13200,목향 웰빙양념병 1호 10개(1BOX),1527,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",16500,정상,0
568,다이찌롱스토어,과세,0,15840,목향(턴)식초간장병 대 10개(1BOX),1526,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",19500,정상,0
569,다이찌롱스토어,과세,0,15840,목향(턴)미원병 대 10개(1BOX),1525,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",19500,정상,0
570,다이찌롱스토어,과세,0,28160,목향(턴)미원병 소 20개(1BOX),1524,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",33000,정상,0
571,다이찌롱스토어,과세,0,18040,목향 양념단지 3호 10개(1BOX),1523,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",22500,정상,0
572,다이찌롱스토어,과세,0,14520,목향 양념단지 2호 10개(1BOX),1522,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",18000,정상,0
573,다이찌롱스토어,과세,0,12540,목향 양념단지 1호 10개(1BOX),1521,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",15800,정상,0
574,다이찌롱스토어,과세,0,19800,리빙셰프 목향 냅킨함 10개(1BOX),1517,사용함,자체제작,"046 : 주방용품/소모품
061 : vol.4 Catalogue
061013 : vol.4 Catalogue > 카달로그_13",35000,정상,0
575,다이찌롱스토어,과세,0,15950,캡유소스병 특대 10개(1BOX),1516,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",26700,정상,0
576,다이찌롱스토어,과세,1,13200,캡유소스병 대 10개(1BOX),1515,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",22800,정상,0
577,다이찌롱스토어,과세,0,10560,캡유소스병 소 10개(1BOX),1514,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",18900,정상,0
578,다이찌롱스토어,과세,0,11440,잘라쓰는소스병 별품 10개(1BOX),1513,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",19000,정상,0
579,다이찌롱스토어,과세,0,9680,잘라쓰는소스병 특대 10개(1BOX),1512,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",17500,정상,0
580,다이찌롱스토어,과세,0,8360,잘라쓰는소스병 대 10개(1BOX),1511,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",16400,정상,0
581,다이찌롱스토어,과세,0,6600,잘라쓰는소스병 중 10개(1BOX),1510,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",14000,정상,1
582,다이찌롱스토어,과세,0,4840,잘라쓰는소스병 소 10개(1BOX),1509,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",12600,정상,0
583,다이찌롱스토어,과세,0,20240,위생초장병 특대 10개(1BOX),1508,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",36100,정상,0
584,다이찌롱스토어,과세,0,18480,위생초장병 대 10개(1BOX),1507,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",28400,정상,0
585,다이찌롱스토어,과세,0,16720,위생초장병 중 10개(1BOX),1506,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",26000,정상,0
586,다이찌롱스토어,과세,0,15840,웰빙 안새내 특대 10개(1BOX),1505,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",29400,정상,0
587,다이찌롱스토어,과세,0,14520,웰빙 안새내 대 10개(1BOX),1504,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",27100,정상,0
588,다이찌롱스토어,과세,0,13200,웰빙 안새내 소 10개(1BOX),1503,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",25400,정상,0
589,다이찌롱스토어,과세,0,12320,웰빙 안새내 소(겨자) 10개(1BOX),1502,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",27700,정상,0
590,다이찌롱스토어,과세,0,10120,안새내 양념병 특대 10개(1BOX),1501,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",19500,정상,0
591,다이찌롱스토어,과세,0,9240,안새내 양념병 대 10개(1BOX),1500,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",18500,정상,0
592,다이찌롱스토어,과세,0,7920,안새내 양념병 중 10개(1BOX),1499,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",16500,정상,0
593,다이찌롱스토어,과세,0,6600,안새내 양념병 소 10개(1BOX),1498,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",14500,정상,0
594,다이찌롱스토어,과세,0,14300,소프트양념병 특대 10개(1BOX),1497,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",23200,정상,0
595,다이찌롱스토어,과세,0,13200,소프트양념병 대 10개(1BOX),1496,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",21800,정상,0
596,다이찌롱스토어,과세,0,12320,소프트양념병 소 10개(1BOX),1495,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",20300,정상,0
597,패커스,과세,0,29700,[201H 몰드 추가 구매],1482,사용함,자체제작,019 : 실링기계,44000,정상,0
598,다이찌롱스토어,과세,0,7920,세줄소스병 대 10개(1BOX),1481,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",14300,정상,0
599,다이찌롱스토어,과세,0,11000,세줄소스병 특대 10개(1BOX),1480,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",18500,정상,0
600,다이찌롱스토어,과세,0,12320,세줄소스병 왕대 10개(1BOX),1479,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",20200,정상,0
601,다이찌롱스토어,과세,0,7590,말랑소스병 소 10개(1BOX),1477,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",13800,정상,0
602,다이찌롱스토어,과세,0,8800,말랑소스병 중 10개(1BOX),1476,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",15500,정상,0
603,다이찌롱스토어,과세,0,10120,말랑소스병 대 10개(1BOX),1475,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",17300,정상,0
604,다이찌롱스토어,과세,0,12540,말랑소스병 특대 10개(1BOX),1474,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",20700,정상,0
605,다이찌롱스토어,과세,0,5720,리빙e케찹병 소 10개(1BOX),1473,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",14000,정상,0
606,다이찌롱스토어,과세,0,6160,리빙e케찹병 중 10개(1BOX),1472,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",15800,정상,0
607,다이찌롱스토어,과세,0,7480,리빙e케찹병 대 10개(1BOX),1471,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",17600,정상,0
608,다이찌롱스토어,과세,0,10560,리빙e케찹병 왕대 10개(1BOX),1469,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",22000,정상,0
609,다이찌롱스토어,과세,0,5280,리빙e겨자병 소 10개(1BOX),1468,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",11700,정상,0
610,다이찌롱스토어,과세,0,7480,리빙e겨자병 중 10개(1BOX),1467,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",15000,정상,0
611,다이찌롱스토어,과세,0,9680,리빙셰프 케찹병 특대 10개(1BOX),1466,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",18300,정상,0
612,다이찌롱스토어,과세,0,5280,누드 케찹병 소 10개(1BOX),1464,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",11700,정상,0
613,다이찌롱스토어,과세,1,7480,누드 케찹병 중 10개(1BOX),1463,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",15000,정상,0
