,날짜,PM10,PM2.5,오존,이산화질소,일산화탄소,아황산가스,year,month,day,time,min,datetime
32,2019-01-02 09:00:00,29,20,0.008,0.043,0.6,0.003,2019,01,02,09,00,2019-01-02 09:00:00
33,2019-01-02 10:00:00,29,19,0.022,0.024,0.6,0.005,2019,01,02,10,00,2019-01-02 10:00:00
34,2019-01-02 11:00:00,34,23,0.026,0.021,0.6,0.004,2019,01,02,11,00,2019-01-02 11:00:00
35,2019-01-02 12:00:00,35,22,0.025,0.024,0.5,0.004,2019,01,02,12,00,2019-01-02 12:00:00
36,2019-01-02 13:00:00,33,21,0.021,0.030,0.5,0.004,2019,01,02,13,00,2019-01-02 13:00:00
37,2019-01-02 14:00:00,38,27,0.023,0.029,0.5,0.004,2019,01,02,14,00,2019-01-02 14:00:00
38,2019-01-02 15:00:00,35,23,0.026,0.027,0.5,0.004,2019,01,02,15,00,2019-01-02 15:00:00
39,2019-01-02 16:00:00,29,20,0.031,0.023,0.4,0.003,2019,01,02,16,00,2019-01-02 16:00:00
40,2019-01-02 17:00:00,33,19,0.025,0.028,0.5,0.003,2019,01,02,17,00,2019-01-02 17:00:00
41,2019-01-02 18:00:00,38,25,0.017,0.037,0.5,0.004,2019,01,02,18,00,2019-01-02 18:00:00
42,2019-01-02 19:00:00,40,25,0.011,0.043,0.5,0.004,2019,01,02,19,00,2019-01-02 19:00:00
43,2019-01-02 20:00:00,38,27,0.008,0.047,0.6,0.004,2019,01,02,20,00,2019-01-02 20:00:00
44,2019-01-02 21:00:00,44,30,0.002,0.055,0.7,0.004,2019,01,02,21,00,2019-01-02 21:00:00
45,2019-01-02 22:00:00,47,31,0.002,0.056,0.7,0.004,2019,01,02,22,00,2019-01-02 22:00:00
46,2019-01-02 23:00:00,46,29,0.002,0.057,0.8,0.004,2019,01,02,23,00,2019-01-02 23:00:00
47,2019-01-03 00:00:00,41,30,0.010,0.041,0.6,0.004,2019,01,02,00,00,2019-01-02 00:00:00
48,2019-01-03 01:00:00,34,19,0.014,0.033,0.5,0.004,2019,01,03,01,00,2019-01-03 01:00:00
49,2019-01-03 02:00:00,32,21,0.009,0.038,0.6,0.004,2019,01,03,02,00,2019-01-03 02:00:00
50,2019-01-03 03:00:00,36,26,0.006,0.041,0.7,0.003,2019,01,03,03,00,2019-01-03 03:00:00
51,2019-01-03 04:00:00,33,23,0.005,0.040,0.6,0.003,2019,01,03,04,00,2019-01-03 04:00:00
52,2019-01-03 05:00:00,35,23,0.003,0.046,0.6,0.003,2019,01,03,05,00,2019-01-03 05:00:00
53,2019-01-03 06:00:00,32,23,0.005,0.044,0.7,0.003,2019,01,03,06,00,2019-01-03 06:00:00
54,2019-01-03 07:00:00,30,22,0.002,0.046,0.7,0.003,2019,01,03,07,00,2019-01-03 07:00:00
55,2019-01-03 08:00:00,30,21,0.002,0.047,0.7,0.003,2019,01,03,08,00,2019-01-03 08:00:00
56,2019-01-03 09:00:00,40,22,0.002,0.059,0.9,0.003,2019,01,03,09,00,2019-01-03 09:00:00
57,2019-01-03 10:00:00,39,20,0.010,0.046,0.8,0.004,2019,01,03,10,00,2019-01-03 10:00:00
58,2019-01-03 11:00:00,35,22,0.011,0.043,0.6,0.004,2019,01,03,11,00,2019-01-03 11:00:00
59,2019-01-03 12:00:00,37,24,0.013,0.041,0.6,0.004,2019,01,03,12,00,2019-01-03 12:00:00
60,2019-01-03 13:00:00,33,18,0.016,0.038,0.6,0.004,2019,01,03,13,00,2019-01-03 13:00:00
61,2019-01-03 14:00:00,36,21,0.012,0.047,0.8,0.004,2019,01,03,14,00,2019-01-03 14:00:00
62,2019-01-03 15:00:00,45,25,0.015,0.041,0.5,0.004,2019,01,03,15,00,2019-01-03 15:00:00
63,2019-01-03 16:00:00,34,21,0.013,0.044,0.5,0.004,2019,01,03,16,00,2019-01-03 16:00:00
64,2019-01-03 17:00:00,35,19,0.009,0.047,0.5,0.004,2019,01,03,17,00,2019-01-03 17:00:00
65,2019-01-03 18:00:00,31,18,0.006,0.050,0.5,0.004,2019,01,03,18,00,2019-01-03 18:00:00
66,2019-01-03 19:00:00,32,17,0.003,0.056,0.6,0.003,2019,01,03,19,00,2019-01-03 19:00:00
67,2019-01-03 20:00:00,37,22,0.002,0.058,0.6,0.005,2019,01,03,20,00,2019-01-03 20:00:00
68,2019-01-03 21:00:00,41,24,0.005,0.051,0.6,0.005,2019,01,03,21,00,2019-01-03 21:00:00
69,2019-01-03 22:00:00,32,21,0.002,0.060,0.7,0.005,2019,01,03,22,00,2019-01-03 22:00:00
70,2019-01-03 23:00:00,38,25,0.002,0.066,1.0,0.004,2019,01,03,23,00,2019-01-03 23:00:00
71,2019-01-04 00:00:00,39,26,0.002,0.066,1.0,0.005,2019,01,03,00,00,2019-01-03 00:00:00
72,2019-01-04 01:00:00,38,23,0.002,0.062,0.9,0.004,2019,01,04,01,00,2019-01-04 01:00:00
73,2019-01-04 02:00:00,38,25,0.002,0.064,1.0,0.004,2019,01,04,02,00,2019-01-04 02:00:00
74,2019-01-04 03:00:00,40,28,0.002,0.068,1.1,0.005,2019,01,04,03,00,2019-01-04 03:00:00
75,2019-01-04 04:00:00,45,31,0.002,0.071,1.2,0.005,2019,01,04,04,00,2019-01-04 04:00:00
76,2019-01-04 05:00:00,48,31,0.002,0.070,1.2,0.005,2019,01,04,05,00,2019-01-04 05:00:00
77,2019-01-04 06:00:00,44,29,0.002,0.066,1.1,0.004,2019,01,04,06,00,2019-01-04 06:00:00
78,2019-01-04 07:00:00,47,30,0.002,0.071,1.3,0.005,2019,01,04,07,00,2019-01-04 07:00:00
79,2019-01-04 08:00:00,46,32,0.002,0.076,1.3,0.006,2019,01,04,08,00,2019-01-04 08:00:00
80,2019-01-04 09:00:00,50,37,0.002,0.070,1.1,0.005,2019,01,04,09,00,2019-01-04 09:00:00
81,2019-01-04 10:00:00,51,34,0.003,0.076,1.4,0.005,2019,01,04,10,00,2019-01-04 10:00:00
82,2019-01-04 11:00:00,65,43,0.003,0.080,1.5,0.006,2019,01,04,11,00,2019-01-04 11:00:00
83,2019-01-04 12:00:00,67,44,0.003,0.081,1.4,0.006,2019,01,04,12,00,2019-01-04 12:00:00
84,2019-01-04 13:00:00,74,52,0.003,0.078,1.3,0.006,2019,01,04,13,00,2019-01-04 13:00:00
85,2019-01-04 14:00:00,69,48,0.004,0.080,1.2,0.007,2019,01,04,14,00,2019-01-04 14:00:00
86,2019-01-04 15:00:00,80,54,0.007,0.065,0.8,0.007,2019,01,04,15,00,2019-01-04 15:00:00
87,2019-01-04 16:00:00,85,58,0.007,0.063,0.7,0.007,2019,01,04,16,00,2019-01-04 16:00:00
88,2019-01-04 17:00:00,68,47,0.005,0.056,0.7,0.006,2019,01,04,17,00,2019-01-04 17:00:00
89,2019-01-04 18:00:00,55,38,0.002,0.059,0.7,0.006,2019,01,04,18,00,2019-01-04 18:00:00
90,2019-01-04 19:00:00,51,36,0.002,0.056,0.7,0.006,2019,01,04,19,00,2019-01-04 19:00:00
91,2019-01-04 20:00:00,45,32,0.001,0.058,0.7,0.006,2019,01,04,20,00,2019-01-04 20:00:00
92,2019-01-04 21:00:00,45,34,0.001,0.059,0.7,0.006,2019,01,04,21,00,2019-01-04 21:00:00
93,2019-01-04 22:00:00,50,39,0.002,0.061,0.8,0.007,2019,01,04,22,00,2019-01-04 22:00:00
94,2019-01-04 23:00:00,56,43,0.002,0.067,0.9,0.006,2019,01,04,23,00,2019-01-04 23:00:00
95,2019-01-05 00:00:00,56,42,0.002,0.072,1.0,0.006,2019,01,04,00,00,2019-01-04 00:00:00
96,2019-01-05 01:00:00,70,52,0.003,0.059,0.9,0.006,2019,01,05,01,00,2019-01-05 01:00:00
97,2019-01-05 02:00:00,90,70,0.016,0.038,0.9,0.005,2019,01,05,02,00,2019-01-05 02:00:00
98,2019-01-05 03:00:00,124,97,0.020,0.035,1.1,0.006,2019,01,05,03,00,2019-01-05 03:00:00
99,2019-01-05 04:00:00,134,102,0.021,0.032,1.0,0.006,2019,01,05,04,00,2019-01-05 04:00:00
100,2019-01-05 05:00:00,116,88,0.030,0.020,0.9,0.006,2019,01,05,05,00,2019-01-05 05:00:00
101,2019-01-05 06:00:00,101,73,0.024,0.025,0.9,0.006,2019,01,05,06,00,2019-01-05 06:00:00
102,2019-01-05 07:00:00,86,62,0.025,0.023,0.8,0.006,2019,01,05,07,00,2019-01-05 07:00:00
103,2019-01-05 08:00:00,61,43,0.023,0.024,0.7,0.006,2019,01,05,08,00,2019-01-05 08:00:00
104,2019-01-05 09:00:00,57,36,0.016,0.030,0.7,0.005,2019,01,05,09,00,2019-01-05 09:00:00
105,2019-01-05 10:00:00,56,33,0.015,0.032,0.7,0.005,2019,01,05,10,00,2019-01-05 10:00:00
106,2019-01-05 11:00:00,59,36,0.018,0.030,0.7,0.005,2019,01,05,11,00,2019-01-05 11:00:00
107,2019-01-05 12:00:00,52,31,0.024,0.024,0.6,0.005,2019,01,05,12,00,2019-01-05 12:00:00
108,2019-01-05 13:00:00,44,23,0.025,0.024,0.5,0.004,2019,01,05,13,00,2019-01-05 13:00:00
109,2019-01-05 14:00:00,41,21,0.033,0.018,0.4,0.004,2019,01,05,14,00,2019-01-05 14:00:00
110,2019-01-05 15:00:00,36,18,0.038,0.013,0.4,0.004,2019,01,05,15,00,2019-01-05 15:00:00
111,2019-01-05 16:00:00,31,12,0.037,0.015,0.3,0.004,2019,01,05,16,00,2019-01-05 16:00:00
112,2019-01-05 17:00:00,33,14,0.033,0.019,0.3,0.004,2019,01,05,17,00,2019-01-05 17:00:00
113,2019-01-05 18:00:00,29,10,0.027,0.024,0.4,0.004,2019,01,05,18,00,2019-01-05 18:00:00
114,2019-01-05 19:00:00,30,13,0.017,0.034,0.4,0.003,2019,01,05,19,00,2019-01-05 19:00:00
115,2019-01-05 20:00:00,31,12,0.013,0.039,0.4,0.003,2019,01,05,20,00,2019-01-05 20:00:00
116,2019-01-05 21:00:00,36,14,0.014,0.037,0.5,0.003,2019,01,05,21,00,2019-01-05 21:00:00
117,2019-01-05 22:00:00,38,14,0.017,0.029,0.5,0.004,2019,01,05,22,00,2019-01-05 22:00:00
118,2019-01-05 23:00:00,42,21,0.003,0.046,0.6,0.004,2019,01,05,23,00,2019-01-05 23:00:00
119,2019-01-06 00:00:00,44,18,0.002,0.049,0.6,0.004,2019,01,05,00,00,2019-01-05 00:00:00
120,2019-01-06 01:00:00,44,19,0.002,0.048,0.6,0.004,2019,01,06,01,00,2019-01-06 01:00:00
121,2019-01-06 02:00:00,44,19,0.002,0.047,0.6,0.004,2019,01,06,02,00,2019-01-06 02:00:00
122,2019-01-06 03:00:00,46,17,0.002,0.045,0.7,0.004,2019,01,06,03,00,2019-01-06 03:00:00
123,2019-01-06 04:00:00,43,17,0.008,0.037,0.6,0.004,2019,01,06,04,00,2019-01-06 04:00:00
124,2019-01-06 05:00:00,45,20,0.007,0.037,0.6,0.004,2019,01,06,05,00,2019-01-06 05:00:00
125,2019-01-06 06:00:00,43,19,0.003,0.043,0.7,0.004,2019,01,06,06,00,2019-01-06 06:00:00
126,2019-01-06 07:00:00,46,22,0.002,0.043,0.7,0.004,2019,01,06,07,00,2019-01-06 07:00:00
127,2019-01-06 08:00:00,50,22,0.002,0.047,0.7,0.005,2019,01,06,08,00,2019-01-06 08:00:00
128,2019-01-06 09:00:00,53,25,0.003,0.046,0.8,0.005,2019,01,06,09,00,2019-01-06 09:00:00
129,2019-01-06 10:00:00,54,25,0.004,0.048,0.8,0.005,2019,01,06,10,00,2019-01-06 10:00:00
130,2019-01-06 11:00:00,61,29,0.006,0.049,0.8,0.005,2019,01,06,11,00,2019-01-06 11:00:00
131,2019-01-06 12:00:00,63,32,0.008,0.049,0.8,0.005,2019,01,06,12,00,2019-01-06 12:00:00
132,2019-01-06 13:00:00,62,33,0.019,0.035,0.6,0.005,2019,01,06,13,00,2019-01-06 13:00:00
133,2019-01-06 14:00:00,46,21,0.026,0.027,0.5,0.004,2019,01,06,14,00,2019-01-06 14:00:00
134,2019-01-06 15:00:00,55,26,0.024,0.029,0.5,0.005,2019,01,06,15,00,2019-01-06 15:00:00
135,2019-01-06 16:00:00,43,20,0.028,0.026,0.4,0.004,2019,01,06,16,00,2019-01-06 16:00:00
136,2019-01-06 17:00:00,32,16,0.030,0.024,0.3,0.004,2019,01,06,17,00,2019-01-06 17:00:00
137,2019-01-06 18:00:00,27,13,0.023,0.032,0.4,0.004,2019,01,06,18,00,2019-01-06 18:00:00
138,2019-01-06 19:00:00,23,13,0.023,0.032,0.4,0.004,2019,01,06,19,00,2019-01-06 19:00:00
139,2019-01-06 20:00:00,24,13,0.026,0.027,0.4,0.004,2019,01,06,20,00,2019-01-06 20:00:00
140,2019-01-06 21:00:00,28,15,0.010,0.044,0.5,0.004,2019,01,06,21,00,2019-01-06 21:00:00
141,2019-01-06 22:00:00,29,16,0.003,0.053,0.6,0.004,2019,01,06,22,00,2019-01-06 22:00:00
142,2019-01-06 23:00:00,28,18,0.002,0.059,0.7,0.004,2019,01,06,23,00,2019-01-06 23:00:00
143,2019-01-07 00:00:00,29,16,0.002,0.059,0.7,0.004,2019,01,06,00,00,2019-01-06 00:00:00
144,2019-01-07 01:00:00,32,18,0.002,0.057,0.7,0.004,2019,01,07,01,00,2019-01-07 01:00:00
145,2019-01-07 02:00:00,30,17,0.002,0.056,0.8,0.004,2019,01,07,02,00,2019-01-07 02:00:00
146,2019-01-07 03:00:00,31,19,0.002,0.060,0.9,0.004,2019,01,07,03,00,2019-01-07 03:00:00
147,2019-01-07 04:00:00,33,20,0.002,0.066,1.0,0.004,2019,01,07,04,00,2019-01-07 04:00:00
148,2019-01-07 05:00:00,36,24,0.002,0.063,0.8,0.004,2019,01,07,05,00,2019-01-07 05:00:00
149,2019-01-07 06:00:00,33,22,0.002,0.063,0.9,0.004,2019,01,07,06,00,2019-01-07 06:00:00
150,2019-01-07 07:00:00,37,23,0.002,0.065,1.0,0.004,2019,01,07,07,00,2019-01-07 07:00:00
151,2019-01-07 08:00:00,40,25,0.002,0.066,1.1,0.004,2019,01,07,08,00,2019-01-07 08:00:00
152,2019-01-07 09:00:00,46,30,0.002,0.072,1.4,0.004,2019,01,07,09,00,2019-01-07 09:00:00
153,2019-01-07 10:00:00,51,33,0.002,0.077,1.5,0.005,2019,01,07,10,00,2019-01-07 10:00:00
154,2019-01-07 11:00:00,64,43,0.004,0.069,1.0,0.004,2019,01,07,11,00,2019-01-07 11:00:00
155,2019-01-07 12:00:00,46,28,0.012,0.049,0.7,0.005,2019,01,07,12,00,2019-01-07 12:00:00
156,2019-01-07 13:00:00,50,31,0.034,0.019,0.6,0.006,2019,01,07,13,00,2019-01-07 13:00:00
157,2019-01-07 14:00:00,58,37,0.027,0.030,0.7,0.006,2019,01,07,14,00,2019-01-07 14:00:00
158,2019-01-07 15:00:00,67,45,0.028,0.031,0.7,0.006,2019,01,07,15,00,2019-01-07 15:00:00
159,2019-01-07 16:00:00,74,49,0.025,0.037,0.7,0.006,2019,01,07,16,00,2019-01-07 16:00:00
160,2019-01-07 17:00:00,69,46,0.033,0.026,0.6,0.006,2019,01,07,17,00,2019-01-07 17:00:00
161,2019-01-07 18:00:00,47,29,0.026,0.033,0.6,0.005,2019,01,07,18,00,2019-01-07 18:00:00
162,2019-01-07 19:00:00,51,32,0.011,0.048,0.7,0.005,2019,01,07,19,00,2019-01-07 19:00:00
163,2019-01-07 20:00:00,59,36,0.002,0.060,0.8,0.006,2019,01,07,20,00,2019-01-07 20:00:00
164,2019-01-07 21:00:00,69,40,0.003,0.057,0.9,0.005,2019,01,07,21,00,2019-01-07 21:00:00
165,2019-01-07 22:00:00,67,44,0.003,0.057,0.9,0.005,2019,01,07,22,00,2019-01-07 22:00:00
166,2019-01-07 23:00:00,70,42,0.003,0.056,0.9,0.005,2019,01,07,23,00,2019-01-07 23:00:00
167,2019-01-08 00:00:00,58,36,0.005,0.052,0.8,0.005,2019,01,07,00,00,2019-01-07 00:00:00
168,2019-01-08 01:00:00,55,36,0.005,0.051,0.7,0.005,2019,01,08,01,00,2019-01-08 01:00:00
169,2019-01-08 02:00:00,46,32,0.016,0.034,0.7,0.005,2019,01,08,02,00,2019-01-08 02:00:00
170,2019-01-08 03:00:00,37,25,0.034,0.014,0.5,0.005,2019,01,08,03,00,2019-01-08 03:00:00
171,2019-01-08 04:00:00,26,17,0.031,0.017,0.5,0.005,2019,01,08,04,00,2019-01-08 04:00:00
172,2019-01-08 05:00:00,27,17,0.028,0.020,0.5,0.005,2019,01,08,05,00,2019-01-08 05:00:00
173,2019-01-08 06:00:00,25,15,0.025,0.023,0.5,0.005,2019,01,08,06,00,2019-01-08 06:00:00
174,2019-01-08 07:00:00,26,18,0.018,0.030,0.5,0.005,2019,01,08,07,00,2019-01-08 07:00:00
175,2019-01-08 08:00:00,30,19,0.009,0.041,0.6,0.006,2019,01,08,08,00,2019-01-08 08:00:00
176,2019-01-08 09:00:00,35,22,0.006,0.045,0.6,0.005,2019,01,08,09,00,2019-01-08 09:00:00
177,2019-01-08 10:00:00,37,21,0.014,0.036,0.7,0.006,2019,01,08,10,00,2019-01-08 10:00:00
178,2019-01-08 11:00:00,41,27,0.020,0.030,0.6,0.005,2019,01,08,11,00,2019-01-08 11:00:00
179,2019-01-08 12:00:00,38,22,0.030,0.020,0.5,0.005,2019,01,08,12,00,2019-01-08 12:00:00
180,2019-01-08 13:00:00,35,18,0.035,0.016,0.5,0.005,2019,01,08,13,00,2019-01-08 13:00:00
181,2019-01-08 14:00:00,39,20,0.036,0.015,0.5,0.005,2019,01,08,14,00,2019-01-08 14:00:00
182,2019-01-08 15:00:00,43,20,0.037,0.016,0.4,0.004,2019,01,08,15,00,2019-01-08 15:00:00
183,2019-01-08 16:00:00,47,16,0.037,0.015,0.4,0.004,2019,01,08,16,00,2019-01-08 16:00:00
184,2019-01-08 17:00:00,59,16,0.035,0.017,0.4,0.004,2019,01,08,17,00,2019-01-08 17:00:00
185,2019-01-08 18:00:00,44,11,0.031,0.019,0.3,0.004,2019,01,08,18,00,2019-01-08 18:00:00
186,2019-01-08 19:00:00,27,8,0.026,0.020,0.3,0.003,2019,01,08,19,00,2019-01-08 19:00:00
187,2019-01-08 20:00:00,35,8,0.026,0.015,0.3,0.003,2019,01,08,20,00,2019-01-08 20:00:00
188,2019-01-08 21:00:00,48,12,0.029,0.013,0.4,0.003,2019,01,08,21,00,2019-01-08 21:00:00
189,2019-01-08 22:00:00,36,12,0.025,0.017,0.4,0.004,2019,01,08,22,00,2019-01-08 22:00:00
190,2019-01-08 23:00:00,34,13,0.024,0.017,0.4,0.004,2019,01,08,23,00,2019-01-08 23:00:00
191,2019-01-09 00:00:00,34,12,0.024,0.016,0.4,0.004,2019,01,08,00,00,2019-01-08 00:00:00
192,2019-01-09 01:00:00,33,13,0.029,0.011,0.4,0.003,2019,01,09,01,00,2019-01-09 01:00:00
193,2019-01-09 02:00:00,33,12,0.024,0.014,0.4,0.004,2019,01,09,02,00,2019-01-09 02:00:00
194,2019-01-09 03:00:00,35,13,0.024,0.014,0.4,0.004,2019,01,09,03,00,2019-01-09 03:00:00
195,2019-01-09 04:00:00,31,13,0.028,0.010,0.4,0.004,2019,01,09,04,00,2019-01-09 04:00:00
196,2019-01-09 05:00:00,29,12,0.024,0.013,0.4,0.004,2019,01,09,05,00,2019-01-09 05:00:00
197,2019-01-09 06:00:00,30,14,0.014,0.024,0.4,0.004,2019,01,09,06,00,2019-01-09 06:00:00
198,2019-01-09 07:00:00,32,15,0.006,0.035,0.5,0.004,2019,01,09,07,00,2019-01-09 07:00:00
199,2019-01-09 08:00:00,35,15,0.002,0.041,0.7,0.003,2019,01,09,08,00,2019-01-09 08:00:00
200,2019-01-09 09:00:00,43,19,0.002,0.050,0.8,0.004,2019,01,09,09,00,2019-01-09 09:00:00
201,2019-01-09 10:00:00,42,19,0.005,0.046,0.9,0.004,2019,01,09,10,00,2019-01-09 10:00:00
202,2019-01-09 11:00:00,52,26,0.007,0.045,0.8,0.004,2019,01,09,11,00,2019-01-09 11:00:00
203,2019-01-09 12:00:00,53,24,0.007,0.045,0.8,0.004,2019,01,09,12,00,2019-01-09 12:00:00
204,2019-01-09 13:00:00,61,25,0.008,0.046,0.8,0.005,2019,01,09,13,00,2019-01-09 13:00:00
205,2019-01-09 14:00:00,54,26,0.009,0.044,0.7,0.004,2019,01,09,14,00,2019-01-09 14:00:00
206,2019-01-09 15:00:00,51,23,0.009,0.046,0.7,0.004,2019,01,09,15,00,2019-01-09 15:00:00
207,2019-01-09 16:00:00,49,24,0.007,0.048,0.7,0.004,2019,01,09,16,00,2019-01-09 16:00:00
208,2019-01-09 17:00:00,51,24,0.004,0.055,0.7,0.004,2019,01,09,17,00,2019-01-09 17:00:00
209,2019-01-09 18:00:00,57,26,0.002,0.058,0.7,0.004,2019,01,09,18,00,2019-01-09 18:00:00
210,2019-01-09 19:00:00,64,28,0.002,0.060,0.8,0.005,2019,01,09,19,00,2019-01-09 19:00:00
211,2019-01-09 20:00:00,60,29,0.002,0.060,0.9,0.005,2019,01,09,20,00,2019-01-09 20:00:00
212,2019-01-09 21:00:00,67,38,0.002,0.053,0.7,0.005,2019,01,09,21,00,2019-01-09 21:00:00
213,2019-01-09 22:00:00,55,26,0.002,0.051,0.7,0.005,2019,01,09,22,00,2019-01-09 22:00:00
214,2019-01-09 23:00:00,55,28,0.002,0.051,0.7,0.005,2019,01,09,23,00,2019-01-09 23:00:00
215,2019-01-10 00:00:00,47,24,0.002,0.055,0.7,0.005,2019,01,09,00,00,2019-01-09 00:00:00
216,2019-01-10 01:00:00,51,26,0.002,0.056,0.8,0.005,2019,01,10,01,00,2019-01-10 01:00:00
217,2019-01-10 02:00:00,49,26,0.002,0.054,0.8,0.005,2019,01,10,02,00,2019-01-10 02:00:00
218,2019-01-10 03:00:00,51,27,0.002,0.046,0.6,0.004,2019,01,10,03,00,2019-01-10 03:00:00
219,2019-01-10 04:00:00,44,23,0.005,0.039,0.6,0.004,2019,01,10,04,00,2019-01-10 04:00:00
220,2019-01-10 05:00:00,41,24,0.009,0.036,0.6,0.004,2019,01,10,05,00,2019-01-10 05:00:00
221,2019-01-10 06:00:00,40,23,0.005,0.040,0.6,0.004,2019,01,10,06,00,2019-01-10 06:00:00
222,2019-01-10 07:00:00,43,26,0.005,0.041,0.6,0.005,2019,01,10,07,00,2019-01-10 07:00:00
223,2019-01-10 08:00:00,39,23,0.002,0.050,0.8,0.005,2019,01,10,08,00,2019-01-10 08:00:00
224,2019-01-10 09:00:00,48,26,0.003,0.060,1.1,0.005,2019,01,10,09,00,2019-01-10 09:00:00
225,2019-01-10 10:00:00,62,34,0.003,0.069,1.3,0.005,2019,01,10,10,00,2019-01-10 10:00:00
226,2019-01-10 11:00:00,79,43,0.003,0.075,1.4,0.006,2019,01,10,11,00,2019-01-10 11:00:00
227,2019-01-10 12:00:00,80,48,0.005,0.068,1.0,0.005,2019,01,10,12,00,2019-01-10 12:00:00
228,2019-01-10 13:00:00,50,30,0.012,0.045,0.6,0.004,2019,01,10,13,00,2019-01-10 13:00:00
229,2019-01-10 14:00:00,44,24,0.007,0.055,0.7,0.005,2019,01,10,14,00,2019-01-10 14:00:00
230,2019-01-10 15:00:00,60,34,0.009,0.053,0.6,0.005,2019,01,10,15,00,2019-01-10 15:00:00
231,2019-01-10 16:00:00,47,26,0.015,0.039,0.5,0.006,2019,01,10,16,00,2019-01-10 16:00:00
232,2019-01-10 17:00:00,43,24,0.010,0.046,0.5,0.005,2019,01,10,17,00,2019-01-10 17:00:00
233,2019-01-10 18:00:00,49,29,0.004,0.053,0.6,0.006,2019,01,10,18,00,2019-01-10 18:00:00
234,2019-01-10 19:00:00,52,33,0.002,0.058,0.6,0.006,2019,01,10,19,00,2019-01-10 19:00:00
